Date;Turno;Id_trans;Mesa;Id_garzon;pax;Codigo;Description;Categoria;Quantity;Precio
15-05-2022;AM;2110;8;12;4;F2;Pollo Ahumado;Fondo;1;10800
15-05-2022;AM;2110;8;12;4;F3;Asado de Tira;Fondo;1;12800
15-05-2022;AM;2110;8;12;4;F8;Fetuccini mar;Fondo;1;9000
15-05-2022;AM;2110;8;12;4;B6;Copa Vino Blanco;Bar;1;2800
15-05-2022;AM;2110;8;12;4;B15;Cafe;Bar;1;2300
15-05-2022;AM;2110;8;12;4;B19;Infusion;Bar;1;2000
15-05-2022;AM;2111;9;13;2;B6;Copa Vino Blanco;Bar;1;2800
15-05-2022;AM;2111;9;13;2;E5;Carpaccio de Ostiones;Entrada;1;12500
15-05-2022;AM;2111;9;13;2;F3;Asado de Tira;Fondo;1;12800
15-05-2022;AM;2111;9;13;2;F2;Pollo Ahumado;Fondo;1;10800
15-05-2022;AM;2111;9;13;2;P2;Torta de Merengue ;Postre;1;4000
15-05-2022;AM;2111;9;13;2;P1;Tiramisu;Postre;1;4000
15-05-2022;AM;2112;10;13;3;B1;Pisco Sour;Bar;1;3000
15-05-2022;AM;2112;10;13;3;B16;Jugo Mango;Bar;1;2800
15-05-2022;AM;2112;10;13;3;B5;Copa Espumante;Bar;1;3000
15-05-2022;AM;2112;10;13;3;E6;Berenjenas al Parmesano;Entrada;1;6500
15-05-2022;AM;2112;10;13;3;F9;Ravioles de Osobuco;Fondo;1;8100
15-05-2022;AM;2112;10;13;3;F1;Saltimboca de Filete;Fondo;1;12100
15-05-2022;AM;2112;10;13;3;F6;Atun Rojo a la Grilla ;Fondo;1;15500
15-05-2022;AM;2112;10;13;3;F3;Asado de Tira;Fondo;1;12800
15-05-2022;AM;2112;10;13;3;B15;Cafe;Bar;2;2300
15-05-2022;AM;2112;10;13;3;B19;Infusion;Bar;1;2000
15-05-2022;AM;2112;10;13;3;B7;Copa Vino Tinto;Bar;3;2800
15-05-2022;AM;2112;10;13;3;P3;Mousse de Castanas;Postre;1;4000
15-05-2022;AM;2112;10;13;3;P1;Tiramisu;Postre;1;4000
15-05-2022;AM;2113;3;10;4;B11;Ramazzotti;Bar;2;3800
15-05-2022;AM;2113;3;10;4;B10;Aperol ;Bar;2;3800
15-05-2022;AM;2113;3;10;4;B13;Agua sin gas;Bar;2;2000
15-05-2022;AM;2113;3;10;4;F5;Mero al Azafran ;Fondo;1;10500
15-05-2022;AM;2113;3;10;4;F7;Corvina a la Plancha;Fondo;1;10500
15-05-2022;AM;2113;3;10;4;F4;Garron de Cordero;Fondo;2;12000
15-05-2022;AM;2113;3;10;4;B17;Jugo Pina;Bar;1;2800
15-05-2022;AM;2113;3;10;4;P2;Torta de Merengue ;Postre;2;4000
15-05-2022;AM;2113;3;10;4;B15;Cafe;Bar;2;2300
15-05-2022;AM;2114;6;11;3;E2;Tartaro de Atun;Entrada;1;10900
15-05-2022;AM;2114;6;11;3;E1;Tapas y Antipasto;Entrada;1;9800
15-05-2022;AM;2114;6;11;3;B5;Copa Espumante;Bar;3;3000
15-05-2022;AM;2114;6;11;3;B18;Jugo Frambuesa;Bar;1;2800
15-05-2022;AM;2114;6;11;3;B17;Jugo Pina;Bar;1;2800
15-05-2022;AM;2114;6;11;3;E4;Ensalada Toscana ;Entrada;1;8000
15-05-2022;AM;2114;6;11;3;F3;Asado de Tira;Fondo;1;12800
15-05-2022;AM;2114;6;11;3;F10;Sorrentinos de Calabaza;Fondo;1;8100
15-05-2022;AM;2114;6;11;3;B15;Cafe;Bar;1;2300
15-05-2022;AM;2114;6;11;3;P1;Tiramisu;Postre;1;4000
15-05-2022;AM;2115;9;13;2;B1;Pisco Sour;Bar;2;3000
15-05-2022;AM;2115;9;13;2;F1;Saltimboca de Filete;Fondo;1;12100
15-05-2022;AM;2115;9;13;2;F8;Fetuccini mar;Fondo;1;9000
15-05-2022;AM;2115;9;13;2;B7;Copa Vino Tinto;Bar;1;2800
15-05-2022;AM;2115;9;13;2;B14;Agua con gas;Bar;1;2000
15-05-2022;AM;2115;9;13;2;P3;Mousse de Castanas;Postre;1;4000
15-05-2022;PM;2116;1;10;2;B1;Pisco Sour;Bar;1;3000
15-05-2022;PM;2116;1;10;2;B10;Aperol ;Bar;2;3800
15-05-2022;PM;2116;1;10;2;E5;Carpaccio de Ostiones;Entrada;1;12500
15-05-2022;PM;2116;1;10;2;F1;Saltimboca de Filete;Fondo;1;12100
15-05-2022;PM;2116;1;10;2;F3;Asado de Tira;Fondo;1;12800
15-05-2022;PM;2116;1;10;2;B17;Jugo Pina;Bar;1;2800
15-05-2022;PM;2116;1;10;2;B13;Agua sin gas;Bar;1;2000
15-05-2022;PM;2116;1;10;2;P3;Mousse de Castanas;Postre;2;4000
15-05-2022;PM;2116;1;10;2;B19;Infusion;Bar;2;2000
15-05-2022;PM;2117;2;10;5;B6;Copa Vino Blanco;Bar;2;2800
15-05-2022;PM;2117;2;10;5;B5;Copa Espumante;Bar;1;3000
15-05-2022;PM;2117;2;10;5;B1;Pisco Sour;Bar;1;3000
15-05-2022;PM;2117;2;10;5;E1;Tapas y Antipasto;Entrada;1;9800
15-05-2022;PM;2117;2;10;5;E6;Berenjenas al Parmesano;Entrada;1;6500
15-05-2022;PM;2117;2;10;5;F1;Saltimboca de Filete;Fondo;2;12100
15-05-2022;PM;2117;2;10;5;F7;Corvina a la Plancha;Fondo;1;10500
15-05-2022;PM;2117;2;10;5;F5;Mero al Azafran ;Fondo;1;10500
15-05-2022;PM;2117;2;10;5;F8;Fetuccini mar;Fondo;1;9000
15-05-2022;PM;2117;2;10;5;B19;Infusion;Bar;2;2000
15-05-2022;PM;2117;2;10;5;B17;Jugo Pina;Bar;1;2800
15-05-2022;PM;2117;2;10;5;B14;Agua con gas;Bar;2;2000
15-05-2022;PM;2117;2;10;5;B7;Copa Vino Tinto;Bar;2;2800
15-05-2022;PM;2117;2;10;5;P4;Ensalada de Frutos ;Postre;2;4000
15-05-2022;PM;2118;3;10;3;B4;Margarita;Bar;1;4200
15-05-2022;PM;2118;3;10;3;B5;Copa Espumante;Bar;2;3000
15-05-2022;PM;2118;3;10;3;F7;Corvina a la Plancha;Fondo;1;10500
15-05-2022;PM;2118;3;10;3;F10;Sorrentinos de Calabaza;Fondo;1;8100
15-05-2022;PM;2118;3;10;3;P3;Mousse de Castanas;Postre;1;4000
15-05-2022;PM;2118;3;10;3;P2;Torta de Merengue ;Postre;1;4000
15-05-2022;PM;2118;3;10;3;B14;Agua con gas;Bar;1;2000
15-05-2022;PM;2119;4;11;5;B3;Daiquiri;Bar;2;4200
15-05-2022;PM;2119;4;11;5;B4;Margarita;Bar;1;4200
15-05-2022;PM;2119;4;11;5;B2;Mojito;Bar;1;4200
15-05-2022;PM;2119;4;11;5;E1;Tapas y Antipasto;Entrada;1;9800
15-05-2022;PM;2119;4;11;5;E2;Tartaro de Atun;Entrada;1;10900
15-05-2022;PM;2119;4;11;5;F2;Pollo Ahumado;Fondo;1;10800
15-05-2022;PM;2119;4;11;5;F1;Saltimboca de Filete;Fondo;2;12100
15-05-2022;PM;2119;4;11;5;F9;Ravioles de Osobuco;Fondo;1;8100
15-05-2022;PM;2119;4;11;5;E4;Ensalada Toscana ;Entrada;1;8000
15-05-2022;PM;2119;4;11;5;B17;Jugo Pina;Bar;1;2800
15-05-2022;PM;2119;4;11;5;B16;Jugo Mango;Bar;1;2800
15-05-2022;PM;2119;4;11;5;P2;Torta de Merengue ;Postre;1;4000
15-05-2022;PM;2119;4;11;5;P3;Mousse de Castanas;Postre;1;4000
15-05-2022;PM;2119;4;11;5;B19;Infusion;Bar;1;2000
15-05-2022;PM;2119;4;11;5;B15;Cafe;Bar;2;2300
15-05-2022;PM;2120;5;11;2;B16;Jugo Mango;Bar;2;2800
15-05-2022;PM;2120;5;11;2;F9;Ravioles de Osobuco;Fondo;1;8100
15-05-2022;PM;2120;5;11;2;F8;Fetuccini mar;Fondo;1;9000
15-05-2022;PM;2120;5;11;2;B19;Infusion;Bar;1;2000
15-05-2022;PM;2120;5;11;2;P4;Ensalada de Frutos ;Postre;1;4000
15-05-2022;PM;2121;6;11;4;B1;Pisco Sour;Bar;2;3000
15-05-2022;PM;2121;6;11;4;B16;Jugo Mango;Bar;2;2800
15-05-2022;PM;2121;6;11;4;E3;Ensalada salmon Ahum;Entrada;1;10900
15-05-2022;PM;2121;6;11;4;F5;Mero al Azafran ;Fondo;1;10500
15-05-2022;PM;2121;6;11;4;E4;Ensalada Toscana ;Entrada;2;8000
15-05-2022;PM;2121;6;11;4;E2;Tartaro de Atun;Entrada;1;10900
15-05-2022;PM;2121;6;11;4;E1;Tapas y Antipasto;Entrada;1;9800
15-05-2022;PM;2121;6;11;4;B15;Cafe;Bar;3;2300
15-05-2022;PM;2122;7;12;5;E6;Berenjenas al Parmesano;Entrada;1;6500
15-05-2022;PM;2122;7;12;5;B12;Vermouth;Bar;2;3200
15-05-2022;PM;2122;7;12;5;B11;Ramazzotti;Bar;2;3800
15-05-2022;PM;2122;7;12;5;F9;Ravioles de Osobuco;Fondo;2;8100
15-05-2022;PM;2122;7;12;5;F5;Mero al Azafran ;Fondo;1;10500
15-05-2022;PM;2122;7;12;5;B16;Jugo Mango;Bar;1;2800
15-05-2022;PM;2122;7;12;5;B13;Agua sin gas;Bar;1;2000
15-05-2022;PM;2122;7;12;5;B14;Agua con gas;Bar;1;2000
15-05-2022;PM;2122;7;12;5;E3;Ensalada salmon Ahum;Entrada;1;10900
15-05-2022;PM;2122;7;12;5;F2;Pollo Ahumado;Fondo;1;10800
15-05-2022;PM;2122;7;12;5;B19;Infusion;Bar;2;2000
15-05-2022;PM;2122;7;12;5;B15;Cafe;Bar;1;2300
15-05-2022;PM;2122;7;12;5;B7;Copa Vino Tinto;Bar;3;2800
15-05-2022;PM;2123;8;12;3;B5;Copa Espumante;Bar;2;3000
15-05-2022;PM;2123;8;12;3;B18;Jugo Frambuesa;Bar;1;2800
15-05-2022;PM;2123;8;12;3;E5;Carpaccio de Ostiones;Entrada;1;12500
15-05-2022;PM;2123;8;12;3;E2;Tartaro de Atun;Entrada;1;10900
15-05-2022;PM;2123;8;12;3;F7;Corvina a la Plancha;Fondo;1;10500
15-05-2022;PM;2123;8;12;3;B13;Agua sin gas;Bar;1;2000
15-05-2022;PM;2123;8;12;3;B17;Jugo Pina;Bar;1;2800
15-05-2022;PM;2123;8;12;3;B6;Copa Vino Blanco;Bar;1;2800
15-05-2022;PM;2123;8;12;3;P3;Mousse de Castanas;Postre;1;4000
15-05-2022;PM;2123;8;12;3;P4;Ensalada de Frutos ;Postre;1;4000
15-05-2022;PM;2123;8;12;3;B19;Infusion;Bar;1;2000
17-05-2022;AM;2124;2;10;2;B13;Agua sin gas;Bar;2;2000
17-05-2022;AM;2124;2;10;2;B16;Jugo Mango;Bar;1;2800
17-05-2022;AM;2124;2;10;2;E1;Tapas y Antipasto;Entrada;1;9800
17-05-2022;AM;2124;2;10;2;F1;Saltimboca de Filete;Fondo;1;12100
17-05-2022;AM;2124;2;10;2;F3;Asado de Tira;Fondo;1;12800
17-05-2022;AM;2124;2;10;2;F7;Corvina a la Plancha;Fondo;1;10500
17-05-2022;AM;2124;2;10;2;F8;Fetuccini mar;Fondo;1;9000
17-05-2022;AM;2124;2;10;2;B7;Copa Vino Tinto;Bar;2;2800
17-05-2022;AM;2124;2;10;2;B15;Cafe;Bar;1;2300
17-05-2022;AM;2125;3;10;4;B6;Copa Vino Blanco;Bar;1;2800
17-05-2022;AM;2125;3;10;4;B16;Jugo Mango;Bar;1;2800
17-05-2022;AM;2125;3;10;4;F6;Atun Rojo a la Grilla ;Fondo;1;15500
17-05-2022;AM;2125;3;10;4;F7;Corvina a la Plancha;Fondo;1;10500
17-05-2022;AM;2125;3;10;4;F8;Fetuccini mar;Fondo;1;9000
17-05-2022;AM;2125;3;10;4;F9;Ravioles de Osobuco;Fondo;1;8100
17-05-2022;AM;2125;3;10;4;B15;Cafe;Bar;1;2300
17-05-2022;AM;2126;4;11;3;B13;Agua sin gas;Bar;1;2000
17-05-2022;AM;2126;4;11;3;B14;Agua con gas;Bar;1;2000
17-05-2022;AM;2126;4;11;3;B17;Jugo Pina;Bar;1;2800
17-05-2022;AM;2126;4;11;3;E3;Ensalada salmon Ahum;Entrada;1;10900
17-05-2022;AM;2126;4;11;3;E4;Ensalada Toscana ;Entrada;1;8000
17-05-2022;AM;2126;4;11;3;F8;Fetuccini mar;Fondo;1;9000
17-05-2022;AM;2127;5;11;2;B17;Jugo Pina;Bar;3;2800
17-05-2022;AM;2127;5;11;2;F8;Fetuccini mar;Fondo;1;9000
17-05-2022;AM;2127;5;11;2;F1;Saltimboca de Filete;Fondo;1;12100
17-05-2022;AM;2127;5;11;2;B15;Cafe;Bar;1;2300
17-05-2022;AM;2127;5;11;2;P3;Mousse de Castanas;Postre;1;4000
17-05-2022;AM;2128;6;11;4;B16;Jugo Mango;Bar;3;2800
17-05-2022;AM;2128;6;11;4;B14;Agua con gas;Bar;2;2000
17-05-2022;AM;2128;6;11;4;F9;Ravioles de Osobuco;Fondo;1;8100
17-05-2022;AM;2128;6;11;4;F10;Sorrentinos de Calabaza;Fondo;1;8100
17-05-2022;AM;2128;6;11;4;E3;Ensalada salmon Ahum;Entrada;1;10900
17-05-2022;AM;2128;6;11;4;F5;Mero al Azafran ;Fondo;1;10500
17-05-2022;AM;2128;6;11;4;B15;Cafe;Bar;4;2300
17-05-2022;PM;2129;1;10;2;B1;Pisco Sour;Bar;1;3000
17-05-2022;PM;2129;1;10;2;B5;Copa Espumante;Bar;1;3000
17-05-2022;PM;2129;1;10;2;E5;Carpaccio de Ostiones;Entrada;1;12500
17-05-2022;PM;2129;1;10;2;F1;Saltimboca de Filete;Fondo;1;12100
17-05-2022;PM;2129;1;10;2;F2;Pollo Ahumado;Fondo;1;10800
17-05-2022;PM;2129;1;10;2;B7;Copa Vino Tinto;Bar;1;2800
17-05-2022;PM;2129;1;10;2;B13;Agua sin gas;Bar;1;2000
17-05-2022;PM;2129;1;10;2;P1;Tiramisu;Postre;2;4000
17-05-2022;PM;2129;1;10;2;B19;Infusion;Bar;2;2000
17-05-2022;PM;2130;2;10;5;B6;Copa Vino Blanco;Bar;2;2800
17-05-2022;PM;2130;2;10;5;B5;Copa Espumante;Bar;1;3000
17-05-2022;PM;2130;2;10;5;B1;Pisco Sour;Bar;1;3000
17-05-2022;PM;2130;2;10;5;E1;Tapas y Antipasto;Entrada;1;9800
17-05-2022;PM;2130;2;10;5;E6;Berenjenas al Parmesano;Entrada;1;6500
17-05-2022;PM;2130;2;10;5;F1;Saltimboca de Filete;Fondo;2;12100
17-05-2022;PM;2130;2;10;5;F7;Corvina a la Plancha;Fondo;1;10500
17-05-2022;PM;2130;2;10;5;F9;Ravioles de Osobuco;Fondo;1;8100
17-05-2022;PM;2130;2;10;5;F8;Fetuccini mar;Fondo;1;9000
17-05-2022;PM;2130;2;10;5;B19;Infusion;Bar;2;2000
17-05-2022;PM;2130;2;10;5;B17;Jugo Pina;Bar;1;2800
17-05-2022;PM;2130;2;10;5;B14;Agua con gas;Bar;2;2000
17-05-2022;PM;2130;2;10;5;B7;Copa Vino Tinto;Bar;2;2800
17-05-2022;PM;2130;2;10;5;P3;Mousse de Castanas;Postre;2;4000
17-05-2022;PM;2131;3;10;3;B17;Jugo Pina;Bar;1;2800
17-05-2022;PM;2131;3;10;3;B5;Copa Espumante;Bar;2;3000
17-05-2022;PM;2131;3;10;3;F7;Corvina a la Plancha;Fondo;1;10500
17-05-2022;PM;2131;3;10;3;F10;Sorrentinos de Calabaza;Fondo;1;8100
17-05-2022;PM;2131;3;10;3;P3;Mousse de Castanas;Postre;1;4000
17-05-2022;PM;2131;3;10;3;P1;Tiramisu;Postre;1;4000
17-05-2022;PM;2131;3;10;3;B14;Agua con gas;Bar;1;2000
17-05-2022;PM;2132;4;11;5;B1;Pisco Sour;Bar;3;3000
17-05-2022;PM;2132;4;11;5;B4;Margarita;Bar;1;4200
17-05-2022;PM;2132;4;11;5;B2;Mojito;Bar;1;4200
17-05-2022;PM;2132;4;11;5;E1;Tapas y Antipasto;Entrada;1;9800
17-05-2022;PM;2132;4;11;5;E2;Tartaro de Atun;Entrada;1;10900
17-05-2022;PM;2132;4;11;5;F2;Pollo Ahumado;Fondo;1;10800
17-05-2022;PM;2132;4;11;5;F1;Saltimboca de Filete;Fondo;2;12100
17-05-2022;PM;2132;4;11;5;F9;Ravioles de Osobuco;Fondo;1;8100
17-05-2022;PM;2132;4;11;5;E4;Ensalada Toscana ;Entrada;1;8000
17-05-2022;PM;2132;4;11;5;B17;Jugo Pina;Bar;1;2800
17-05-2022;PM;2132;4;11;5;B16;Jugo Mango;Bar;1;2800
17-05-2022;PM;2132;4;11;5;P2;Torta de Merengue ;Postre;1;4000
17-05-2022;PM;2132;4;11;5;P3;Mousse de Castanas;Postre;1;4000
17-05-2022;PM;2132;4;11;5;B19;Infusion;Bar;1;2000
17-05-2022;PM;2132;4;11;5;B15;Cafe;Bar;2;2300
17-05-2022;PM;2133;5;11;2;B18;Jugo Frambuesa;Bar;2;2800
17-05-2022;PM;2133;5;11;2;F9;Ravioles de Osobuco;Fondo;1;8100
17-05-2022;PM;2133;5;11;2;F8;Fetuccini mar;Fondo;1;9000
17-05-2022;PM;2133;5;11;2;B19;Infusion;Bar;1;2000
17-05-2022;PM;2133;5;11;2;P4;Ensalada de Frutos ;Postre;1;4000
17-05-2022;PM;2134;6;11;4;B1;Pisco Sour;Bar;2;3000
17-05-2022;PM;2134;6;11;4;B16;Jugo Mango;Bar;2;2800
17-05-2022;PM;2134;6;11;4;E3;Ensalada salmon Ahum;Entrada;1;10900
17-05-2022;PM;2134;6;11;4;F3;Asado de Tira;Fondo;1;12800
17-05-2022;PM;2134;6;11;4;F7;Corvina a la Plancha;Fondo;2;10500
17-05-2022;PM;2134;6;11;4;E2;Tartaro de Atun;Entrada;1;10900
17-05-2022;PM;2134;6;11;4;E1;Tapas y Antipasto;Entrada;1;9800
17-05-2022;PM;2134;6;11;4;B19;Infusion;Bar;3;2000
17-05-2022;PM;2135;7;12;5;E6;Berenjenas al Parmesano;Entrada;1;6500
17-05-2022;PM;2135;7;12;5;B12;Vermouth;Bar;2;3200
17-05-2022;PM;2135;7;12;5;B11;Ramazzotti;Bar;2;3800
17-05-2022;PM;2135;7;12;5;F9;Ravioles de Osobuco;Fondo;2;8100
17-05-2022;PM;2135;7;12;5;F5;Mero al Azafran ;Fondo;1;10500
17-05-2022;PM;2135;7;12;5;B16;Jugo Mango;Bar;1;2800
17-05-2022;PM;2135;7;12;5;B13;Agua sin gas;Bar;1;2000
17-05-2022;PM;2135;7;12;5;B14;Agua con gas;Bar;1;2000
17-05-2022;PM;2135;7;12;5;E3;Ensalada salmon Ahum;Entrada;1;10900
17-05-2022;PM;2135;7;12;5;F2;Pollo Ahumado;Fondo;1;10800
17-05-2022;PM;2135;7;12;5;B19;Infusion;Bar;2;2000
17-05-2022;PM;2135;7;12;5;B15;Cafe;Bar;1;2300
17-05-2022;PM;2135;7;12;5;B7;Copa Vino Tinto;Bar;3;2800
17-05-2022;PM;2136;8;12;3;B5;Copa Espumante;Bar;2;3000
17-05-2022;PM;2136;8;12;3;B18;Jugo Frambuesa;Bar;1;2800
17-05-2022;PM;2136;8;12;3;E5;Carpaccio de Ostiones;Entrada;1;12500
17-05-2022;PM;2136;8;12;3;E2;Tartaro de Atun;Entrada;1;10900
17-05-2022;PM;2136;8;12;3;F7;Corvina a la Plancha;Fondo;1;10500
17-05-2022;PM;2136;8;12;3;B13;Agua sin gas;Bar;1;2000
17-05-2022;PM;2136;8;12;3;B17;Jugo Pina;Bar;1;2800
17-05-2022;PM;2136;8;12;3;B6;Copa Vino Blanco;Bar;1;2800
17-05-2022;PM;2136;8;12;3;P3;Mousse de Castanas;Postre;1;4000
17-05-2022;PM;2136;8;12;3;P4;Ensalada de Frutos ;Postre;1;4000
17-05-2022;PM;2136;8;12;3;B19;Infusion;Bar;1;2000
17-05-2022;PM;2137;9;13;2;B16;Jugo Mango;Bar;1;2800
17-05-2022;PM;2137;9;13;2;B17;Jugo Pina;Bar;1;2800
17-05-2022;PM;2137;9;13;2;F5;Mero al Azafran ;Fondo;1;10500
17-05-2022;PM;2137;9;13;2;F8;Fetuccini mar;Fondo;1;9000
17-05-2022;PM;2137;9;13;2;P2;Torta de Merengue ;Postre;1;4000
17-05-2022;PM;2137;9;13;2;P1;Tiramisu;Postre;1;4000
17-05-2022;PM;2137;9;13;2;B19;Infusion;Bar;2;2000
17-05-2022;PM;2138;10;13;2;B17;Jugo Pina;Bar;1;2800
17-05-2022;PM;2138;10;13;2;B14;Agua con gas;Bar;1;2000
17-05-2022;PM;2138;10;13;2;B18;Jugo Frambuesa;Bar;1;2800
17-05-2022;PM;2138;10;13;2;E4;Ensalada Toscana ;Entrada;1;8000
17-05-2022;PM;2138;10;13;2;F1;Saltimboca de Filete;Fondo;1;12100
17-05-2022;PM;2138;10;13;2;B19;Infusion;Bar;1;2000
17-05-2022;PM;2138;10;13;2;P1;Tiramisu;Postre;1;4000
18-05-2022;AM;2139;1;10;2;E1;Tapas y Antipasto;Entrada;1;9800
18-05-2022;AM;2139;1;10;2;F1;Saltimboca de Filete;Fondo;1;12100
18-05-2022;AM;2139;1;10;2;F8;Fetuccini mar;Fondo;1;9000
18-05-2022;AM;2139;1;10;2;B16;Jugo Mango;Bar;1;2800
18-05-2022;AM;2139;1;10;2;B17;Jugo Pina;Bar;1;2800
18-05-2022;AM;2139;1;10;2;B15;Cafe;Bar;1;2300
18-05-2022;AM;2140;2;10;3;B17;Jugo Pina;Bar;1;2800
18-05-2022;AM;2140;2;10;3;B18;Jugo Frambuesa;Bar;1;2800
18-05-2022;AM;2140;2;10;3;B13;Agua sin gas;Bar;2;2000
18-05-2022;AM;2140;2;10;3;B16;Jugo Mango;Bar;2;2800
18-05-2022;AM;2140;2;10;3;E2;Tartaro de Atun;Entrada;1;10900
18-05-2022;AM;2140;2;10;3;E5;Carpaccio de Ostiones;Entrada;1;12500
18-05-2022;AM;2140;2;10;3;F1;Saltimboca de Filete;Fondo;1;12100
18-05-2022;AM;2140;2;10;3;F3;Asado de Tira;Fondo;1;12800
18-05-2022;AM;2140;2;10;3;F8;Fetuccini mar;Fondo;1;9000
18-05-2022;AM;2140;2;10;3;F9;Ravioles de Osobuco;Fondo;1;8100
18-05-2022;AM;2140;2;10;4;B15;Cafe;Bar;2;2300
18-05-2022;AM;2141;3;10;5;B14;Agua con gas;Bar;3;2000
18-05-2022;AM;2141;3;10;5;B6;Copa Vino Blanco;Bar;1;2800
18-05-2022;AM;2141;3;10;5;B16;Jugo Mango;Bar;1;2800
18-05-2022;AM;2141;3;10;5;E2;Tartaro de Atun;Entrada;1;10900
18-05-2022;AM;2141;3;10;5;F7;Corvina a la Plancha;Fondo;1;10500
18-05-2022;AM;2141;3;10;5;F8;Fetuccini mar;Fondo;1;9000
18-05-2022;AM;2141;3;10;5;F9;Ravioles de Osobuco;Fondo;1;8100
18-05-2022;AM;2141;3;10;5;F10;Sorrentinos de Calabaza;Fondo;1;8100
18-05-2022;AM;2141;3;10;5;B15;Cafe;Bar;1;2300
18-05-2022;AM;2142;4;11;3;B13;Agua sin gas;Bar;1;2000
18-05-2022;AM;2142;4;11;3;B14;Agua con gas;Bar;1;2000
18-05-2022;AM;2142;4;11;3;B16;Jugo Mango;Bar;2;2800
18-05-2022;AM;2142;4;11;3;F4;Garron de Cordero;Fondo;1;12000
18-05-2022;AM;2142;4;11;3;E4;Ensalada Toscana ;Entrada;1;8000
18-05-2022;AM;2142;4;11;3;F8;Fetuccini mar;Fondo;1;9000
18-05-2022;AM;2143;5;11;2;B17;Jugo Pina;Bar;3;2800
18-05-2022;AM;2143;5;11;2;F9;Ravioles de Osobuco;Fondo;1;8100
18-05-2022;AM;2143;5;11;2;F2;Pollo Ahumado;Fondo;1;10800
18-05-2022;AM;2143;5;11;2;B15;Cafe;Bar;1;2300
18-05-2022;AM;2143;5;11;2;P1;Tiramisu;Postre;1;4000
18-05-2022;AM;2144;6;11;4;B16;Jugo Mango;Bar;3;2800
18-05-2022;AM;2144;6;11;4;B14;Agua con gas;Bar;2;2000
18-05-2022;AM;2144;6;11;4;F9;Ravioles de Osobuco;Fondo;1;8100
18-05-2022;AM;2144;6;11;4;F10;Sorrentinos de Calabaza;Fondo;1;8100
18-05-2022;AM;2144;6;11;4;E3;Ensalada salmon Ahum;Entrada;1;10900
18-05-2022;AM;2144;6;11;4;F7;Corvina a la Plancha;Fondo;1;10500
18-05-2022;AM;2144;6;11;4;B15;Cafe;Bar;4;2300
18-05-2022;PM;2145;1;10;2;B1;Pisco Sour;Bar;1;3000
18-05-2022;PM;2145;1;10;2;B5;Copa Espumante;Bar;1;3000
18-05-2022;PM;2145;1;10;2;E5;Carpaccio de Ostiones;Entrada;1;12500
18-05-2022;PM;2145;1;10;2;F1;Saltimboca de Filete;Fondo;1;12100
18-05-2022;PM;2145;1;10;2;F2;Pollo Ahumado;Fondo;1;10800
18-05-2022;PM;2145;1;10;2;B7;Copa Vino Tinto;Bar;1;2800
18-05-2022;PM;2145;1;10;2;B13;Agua sin gas;Bar;1;2000
18-05-2022;PM;2145;1;10;2;P1;Tiramisu;Postre;2;4000
18-05-2022;PM;2145;1;10;2;B19;Infusion;Bar;2;2000
18-05-2022;PM;2146;2;10;5;B6;Copa Vino Blanco;Bar;2;2800
18-05-2022;PM;2146;2;10;5;B5;Copa Espumante;Bar;1;3000
18-05-2022;PM;2146;2;10;5;B1;Pisco Sour;Bar;2;3000
18-05-2022;PM;2146;2;10;5;E1;Tapas y Antipasto;Entrada;1;9800
18-05-2022;PM;2146;2;10;5;E6;Berenjenas al Parmesano;Entrada;1;6500
18-05-2022;PM;2146;2;10;5;F1;Saltimboca de Filete;Fondo;2;12100
18-05-2022;PM;2146;2;10;5;F7;Corvina a la Plancha;Fondo;1;10500
18-05-2022;PM;2146;2;10;5;F10;Sorrentinos de Calabaza;Fondo;1;8100
18-05-2022;PM;2146;2;10;5;F2;Pollo Ahumado;Fondo;1;10800
18-05-2022;PM;2146;2;10;5;B19;Infusion;Bar;2;2000
18-05-2022;PM;2146;2;10;5;B16;Jugo Mango;Bar;1;2800
18-05-2022;PM;2146;2;10;5;B14;Agua con gas;Bar;2;2000
18-05-2022;PM;2146;2;10;5;B7;Copa Vino Tinto;Bar;2;2800
18-05-2022;PM;2146;2;10;5;P1;Tiramisu;Postre;2;4000
18-05-2022;PM;2147;3;10;3;B18;Jugo Frambuesa;Bar;1;2800
18-05-2022;PM;2147;3;10;3;B1;Pisco Sour;Bar;2;3000
18-05-2022;PM;2147;3;10;3;F7;Corvina a la Plancha;Fondo;1;10500
18-05-2022;PM;2147;3;10;3;F1;Saltimboca de Filete;Fondo;1;12100
18-05-2022;PM;2147;3;10;3;P3;Mousse de Castanas;Postre;1;4000
18-05-2022;PM;2147;3;10;3;P1;Tiramisu;Postre;1;4000
18-05-2022;PM;2147;3;10;3;B14;Agua con gas;Bar;1;2000
18-05-2022;PM;2148;4;11;5;B1;Pisco Sour;Bar;3;3000
18-05-2022;PM;2148;4;11;5;B10;Aperol ;Bar;1;3800
18-05-2022;PM;2148;4;11;5;B2;Mojito;Bar;1;4200
18-05-2022;PM;2148;4;11;5;E1;Tapas y Antipasto;Entrada;1;9800
18-05-2022;PM;2148;4;11;5;E2;Tartaro de Atun;Entrada;1;10900
18-05-2022;PM;2148;4;11;5;F2;Pollo Ahumado;Fondo;1;10800
18-05-2022;PM;2148;4;11;5;F1;Saltimboca de Filete;Fondo;2;12100
